Part number,Serial number operation,Machine routing,Sub assy number,Number of sub assy's,Max transport batch size (pieces) ,Setup time (h),Process time (h),Idle time (h),Price per part (â‚¬) ,Size (indicative),Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
EN-025-01,10.0,MC,,,30.0,1.9,1.35,0.0926516014465672,96.47480777375827,Small,,,,,
,20.0,GM,,,30.0,0.2773786355806822,0.2736919275839932,0.0433441037149536,,,,,,,
,30.0,CMM,,,30.0,1.1925465191032947,0.15,0.0591606000707926,,,,,,,
,40.0,A,Purch. items,,30.0,1.5891424589552825,0.9741634756087045,0.134941999254343,,,,,,,
AI-026-01,10.0,MC,,,5.0,2.4,1.2,0.0926516014465672,251.3987841972945,Medium,,,,,
,20.0,GM,,,5.0,1.5398305710224585,0.5880958344283852,0.0433441037149536,,,,,,,
,30.0,CMM,,,5.0,1.36555191112604,0.17,0.0591606000707926,,,,,,,
,40.0,A,AI-051-02,1.0,10.0,0.2,0.7857114636338979,0.134941999254343,,,,,,,
AU-027-01,10.0,MC,,,30.0,1.7335843072766137,0.9854665085387753,0.0926516014465672,426.9211879220095,Large,,,,,
,20.0,GM,,,30.0,1.3242013727098174,0.18395974520842218,0.0433441037149536,,,,,,,
,30.0,CMM,,,30.0,1.6081293864534616,0.14,0.0591606000707926,,,,,,,
,40.0,A,AU-032-02,4.0,30.0,0.3,0.42590585378285195,0.134941999254343,,,,,,,
,,,AU-038-02,1.0,,,,,,,,,,,
AU-028-01,10.0,MC,,,30.0,2.7,0.5366082928991898,0.0926516014465672,76.48187953378921,Small,,,,,
,20.0,GM,,,30.0,1.311669890922114,0.9032011665567836,0.0433441037149536,,,,,,,
,30.0,CMM,,,30.0,1.49557746336318,0.205196709620348,0.0591606000707926,,,,,,,
,40.0,A,Purch. items,,30.0,0.2,0.917292979431287,0.134941999254343,,,,,,,
AU-029-01,10.0,MC,,,30.0,2.3,1.2,0.0926516014465672,116.7970499441385,Small,,,,,
,20.0,GM,,,30.0,1.3171254812715116,0.9074809721756709,0.0433441037149536,,,,,,,
,30.0,CMM,,,30.0,0.5745040610313943,0.21,0.0591606000707926,,,,,,,
,40.0,A,Purch. items,,30.0,0.5,0.818000349148469,0.134941999254343,,,,,,,
AU-030-01,10.0,MC,,,30.0,2.9,1.28,0.0926516014465672,80.44328722974718,Small,,,,,
,20.0,GM,,,30.0,1.0771890162976407,0.13840084665061114,0.0433441037149536,,,,,,,
,30.0,CMM,,,30.0,1.083666188006838,0.24567715566775317,0.0591606000707926,,,,,,,
,40.0,A,Purch. items,,30.0,0.2,0.8420030651963929,0.134941999254343,,,,,,,
AI-031-02,10.0,SM,,,10.0,0.79573743305608,0.1079017453877914,0.085523607660505,61.50147244244658,Small,,,,,
,20.0,MM,,,10.0,1.2486101288358415,0.9745852423170351,0.0505336088938152,,,,,,,
,30.0,DM,,,10.0,0.09776973142825351,0.260957729440227,0.0350421596453767,,,,,,,
,40.0,CMM,,,10.0,0.23743137443473428,0.27,0.0591606000707926,,,,,,,
AU-032-02,10.0,SM,,,40.0,0.17198112726645332,0.17003585590651837,0.085523607660505,82.60636900583864,Small,,,,,
,20.0,MM,,,40.0,1.4481935698420085,0.8141444791639876,0.0505336088938152,,,,,,,
,30.0,DM,,,40.0,0.20190239566331836,0.8618440355871055,0.0350421596453767,,,,,,,
,40.0,CMM,,,40.0,1.3489228789015912,0.25,0.0591606000707926,,,,,,,
AGR-033-01,10.0,SM,,,40.0,0.11532088698363108,0.169354072677018,0.085523607660505,29.917501231785234,Small,,,,,
,20.0,MM,,,40.0,1.7067283480808244,0.475710524779552,0.0505336088938152,,,,,,,
,30.0,DM,,,40.0,0.5082830146133512,0.5039397194137971,0.0350421596453767,,,,,,,
,40.0,CMM,,,40.0,1.7978994643254114,0.26,0.0591606000707926,,,,,,,
AI-034-02,10.0,SM,,,10.0,0.8976509952241387,0.5443970333933892,0.085523607660505,60.655518431631464,Small,,,,,
,20.0,MM,,,10.0,1.3693512365036022,0.7963860357659487,0.0505336088938152,,,,,,,
,30.0,DM,,,10.0,1.6425340747625186,0.22588894232544343,0.0350421596453767,,,,,,,
,40.0,CMM,,,10.0,0.18586970727845054,0.26,0.0591606000707926,,,,,,,
AU-035-02,10.0,SM,,,40.0,0.5201408696403673,0.15632925319880897,0.085523607660505,38.512726386089675,Small,,,,,
,20.0,MM,,,40.0,0.34013370468890614,0.9012050384647063,0.0505336088938152,,,,,,,
,30.0,DM,,,40.0,0.4708326621582677,0.07909362115659746,0.0350421596453767,,,,,,,
,40.0,CMM,,,40.0,0.7186834735255772,0.11296645488265777,0.0591606000707926,,,,,,,
AI-036-02,10.0,SM,,,40.0,0.04296085831012619,0.746310645913369,0.085523607660505,57.30222361345262,Small,,,,,
,20.0,MM,,,40.0,1.665856393588313,0.253925769219949,0.0505336088938152,,,,,,,
,30.0,DM,,,40.0,1.5040398422636845,0.17181868002180956,0.0350421596453767,,,,,,,
,40.0,CMM,,,40.0,0.6271514508722134,0.18,0.0591606000707926,,,,,,,
AU-037-02,10.0,SM,,,40.0,1.902452239296688,0.057191002520665,0.085523607660505,39.50636467610226,Small,,,,,
,20.0,MM,,,40.0,0.0305045832330344,0.677461361738835,0.0505336088938152,,,,,,,
,30.0,DM,,,40.0,0.8654605097364625,0.6370679134330384,0.0350421596453767,,,,,,,
,40.0,CMM,,,40.0,0.32278603075574086,0.2,0.0591606000707926,,,,,,,
AU-038-02,10.0,SM,,,40.0,1.5320301793168802,0.24080177919334866,0.085523607660505,42.585735309263086,Small,,,,,
,20.0,MM,,,40.0,0.9403601765004042,0.1419947423658805,0.0505336088938152,,,,,,,
,30.0,DM,,,40.0,1.7925361354309186,0.170862963617342,0.0350421596453767,,,,,,,
,40.0,CMM,,,40.0,1.1767819642559467,0.23,0.0591606000707926,,,,,,,
EN-039-01,10.0,SM,,,40.0,0.7854321830563988,0.20018881281745993,0.085523607660505,63.88660069268387,Small,,,,,
,20.0,MM,,,40.0,0.952258561503236,0.5257285611111256,0.0505336088938152,,,,,,,
,30.0,DM,,,40.0,0.31678818755432747,0.36760663476713573,0.0350421596453767,,,,,,,
,40.0,CMM,,,40.0,1.2164856783643465,0.18,0.0591606000707926,,,,,,,
EN-040-02,10.0,SM,,,40.0,1.745933816777234,0.8400883484644064,0.085523607660505,82.71049238463634,Small,,,,,
,20.0,MM,,,40.0,1.2891472083346724,0.5086034307614288,0.0505336088938152,,,,,,,
,30.0,DM,,,40.0,0.027666785736811805,0.5642176178111212,0.0350421596453767,,,,,,,
,40.0,CMM,,,40.0,0.3432444469512539,0.19,0.0591606000707926,,,,,,,
AGR-041-01,10.0,SM,,,20.0,0.9452997296870298,0.4686974257879881,0.085523607660505,57.67638930467695,Small,,,,,
,20.0,MC,,,20.0,2.1,0.2195451241665748,0.0926516014465672,,,,,,,
,30.0,GM,,,20.0,1.2844228509279483,0.6745725390145071,0.0433441037149536,,,,,,,
,40.0,CMM,,,20.0,1.8523663879175478,0.15183635308622023,0.0591606000707926,,,,,,,
,50.0,A,Purch. items,,40.0,0.4,0.27625308872995746,0.134941999254343,,,,,,,
AGR-042-02,10.0,SM,,,20.0,1.1691673864185377,0.6949479011277999,0.085523607660505,79.15023254200493,Small,,,,,
,20.0,MC,,,20.0,2.8,0.41451205897704335,0.0926516014465672,,,,,,,
,30.0,GM,,,20.0,0.5005767077082439,0.8421899597248038,0.0433441037149536,,,,,,,
,40.0,CMM,,,20.0,0.9342858611965121,0.284044571406119,0.0591606000707926,,,,,,,
,50.0,A,Purch. items,,40.0,1.2870194990982615,0.26882560440930015,0.134941999254343,,,,,,,
AU-043-02,10.0,SM,,,20.0,0.1653215476094989,0.1111398459290841,0.085523607660505,78.3320061614537,Small,,,,,
,20.0,MC,,,20.0,2.8,1.08,0.0926516014465672,,,,,,,
,30.0,GM,,,20.0,0.41446750799050425,0.2629390312128116,0.0433441037149536,,,,,,,
,40.0,CMM,,,20.0,1.59376143269421,0.14,0.0591606000707926,,,,,,,
,50.0,A,Purch. items,,40.0,0.8,0.4053315485267791,0.134941999254343,,,,,,,
AU-044-01,10.0,SM,,,20.0,0.7164823961339757,0.7679404057926288,0.085523607660505,225.45332481241516,Medium,,,,,
,20.0,MC,,,20.0,2.3,1.53,0.0926516014465672,,,,,,,
,30.0,GM,,,20.0,0.7475167507715759,0.9386246054633526,0.0433441037149536,,,,,,,
,40.0,CMM,,,20.0,0.06544951739298344,0.15,0.0591606000707926,,,,,,,
,50.0,A,AU-038-02,2.0,40.0,0.7516254974977068,0.9935475791287999,0.134941999254343,,,,,,,
AU-045-01,10.0,SM,,,20.0,0.7,0.49044416828866244,0.085523607660505,69.4782718734976,Small,,,,,
,20.0,MC,,,20.0,2.8,0.75,0.0926516014465672,,,,,,,
,30.0,GM,,,20.0,0.38364285931583364,0.019039539843200504,0.0433441037149536,,,,,,,
,40.0,CMM,,,20.0,1.192645062473638,0.19,0.0591606000707926,,,,,,,
,50.0,A,Purch. items,,40.0,0.038889304928952706,0.5625809681607074,0.134941999254343,,,,,,,
EN-046-01,10.0,SM,,,15.0,0.9,0.16301300306013466,0.085523607660505,458.56520667683634,Large,,,,,
,20.0,TM,,,15.0,1.407821146852841,0.5415567827700735,0.111421850244242,,,,,,,
,30.0,MM,,,15.0,0.10743714114733316,0.44261475438998266,0.0505336088938152,,,,,,,
,40.0,TM,,,15.0,1.376535696066532,0.4682565536304084,0.111421850244242,,,,,,,
,50.0,GM,,,15.0,1.986390757818794,0.5591248337951995,0.0433441037149536,,,,,,,
,60.0,DM,,,15.0,0.7561250091183707,0.9570677927532246,0.0350421596453767,,,,,,,
,70.0,CMM,,,15.0,1.2929839504186353,0.23,0.0591606000707926,,,,,,,
,80.0,A,EN-040-02,4.0,25.0,0.3,0.2,0.134941999254343,,,,,,,
AU-047-01,10.0,SM,,,15.0,0.9838008782067615,0.4225928928022181,0.085523607660505,108.10698121137843,Small,,,,,
,20.0,TM,,,15.0,0.5112731983862766,0.0812295767499811,0.111421850244242,,,,,,,
,30.0,MM,,,15.0,0.6963339837672795,0.6447364625029409,0.0505336088938152,,,,,,,
,40.0,TM,,,15.0,0.711191262312842,0.7308923564186207,0.111421850244242,,,,,,,
,50.0,GM,,,15.0,1.4246131386309002,0.37596517223603676,0.0433441037149536,,,,,,,
,60.0,DM,,,15.0,0.6941006041057369,0.301828763121351,0.0350421596453767,,,,,,,
,70.0,CMM,,,15.0,1.8300083163147822,0.25,0.0591606000707926,,,,,,,
,80.0,A,Purch. items,,25.0,0.5,0.21,0.134941999254343,,,,,,,
AGR-048-01,10.0,SM,,,15.0,0.6,0.8465442358663979,0.085523607660505,75.59358846646612,Small,,,,,
,20.0,TM,,,15.0,0.8946674040547269,0.29551943063273156,0.111421850244242,,,,,,,
,30.0,MM,,,15.0,1.5234862535991451,0.5092192889740179,0.0505336088938152,,,,,,,
,40.0,TM,,,15.0,1.3785391761744645,0.3827802204086348,0.111421850244242,,,,,,,
,50.0,GM,,,15.0,0.30242863508452156,0.3682450696109336,0.0433441037149536,,,,,,,
,60.0,DM,,,15.0,1.4137939557822583,0.561602432766896,0.0350421596453767,,,,,,,
,70.0,CMM,,,15.0,1.0592730472484908,0.26543392128638643,0.0591606000707926,,,,,,,
,80.0,A,Purch. items,,25.0,0.1,0.44316641294124015,0.134941999254343,,,,,,,
AU-049-01,10.0,SM,,,15.0,0.2,0.38767715343398224,0.085523607660505,251.43715367747393,Medium,,,,,
,20.0,TM,,,15.0,1.99238597405912,0.09116751732808948,0.111421850244242,,,,,,,
,30.0,MM,,,15.0,0.5962108340000694,0.30660374078625785,0.0505336088938152,,,,,,,
,40.0,TM,,,15.0,1.3792332613601341,0.486004937966929,0.111421850244242,,,,,,,
,50.0,GM,,,15.0,0.6363933061975089,0.34130947023071634,0.0433441037149536,,,,,,,
,60.0,DM,,,15.0,1.7956575457926416,0.5951639001001071,0.0350421596453767,,,,,,,
,70.0,CMM,,,15.0,1.4337716323684762,0.08,0.0591606000707926,,,,,,,
,80.0,A,AU-032-02,1.0,25.0,0.6922604771756882,0.58,0.134941999254343,,,,,,,
,,,AU-035-02,1.0,,,,,,,,,,,
,,,AU-043-02,1.0,,,,,,,,,,,
AI-050-01,10.0,SM,,,10.0,0.1,0.6384435947245468,0.085523607660505,270.15730694699863,Medium,,,,,
,20.0,TM,,,10.0,0.21286891556132437,0.2104264692139639,0.111421850244242,,,,,,,
,30.0,MM,,,10.0,0.5400075114018379,0.6084200185553099,0.0505336088938152,,,,,,,
,40.0,TM,,,10.0,0.09917942862336893,0.43414518289501824,0.111421850244242,,,,,,,
,50.0,GM,,,10.0,1.7691353456419003,0.5706119356938102,0.0433441037149536,,,,,,,
,60.0,DM,,,10.0,0.3385851705922065,0.6180144654548969,0.0350421596453767,,,,,,,
,70.0,CMM,,,10.0,1.1117335979145022,0.24,0.0591606000707926,,,,,,,
,80.0,A,AI-052-02,2.0,20.0,0.8026984758842048,0.36636110819450873,0.134941999254343,,,,,,,
AI-051-02,10.0,TM,,,5.0,1.6677688688396832,0.8883457902895977,0.111421850244242,129.9149473444045,Small,,,,,
,20.0,CMM,,,5.0,1.2953457092410003,0.13,0.0591606000707926,,,,,,,
,30.0,TM,,,5.0,0.7895560328282598,0.0909788842465804,0.111421850244242,,,,,,,
,40.0,GM,,,5.0,1.7831410493457072,0.8988007928863779,0.0433441037149536,,,,,,,
,50.0,CMM,,,5.0,1.4731361137559038,0.12,0.0591606000707926,,,,,,,
,60.0,MM,,,5.0,0.7405995998880781,0.5461465281051437,0.0505336088938152,,,,,,,
,70.0,CMM,,,5.0,1.1144754832545545,0.16,0.0591606000707926,,,,,,,
AI-052-02,10.0,TM,,,5.0,1.7534161363738119,0.27633557973865797,0.111421850244242,94.06615865541691,Small,,,,,
,20.0,CMM,,,5.0,0.404533094695507,0.12,0.0591606000707926,,,,,,,
,30.0,TM,,,5.0,0.38750125398588353,0.410854970716459,0.111421850244242,,,,,,,
,40.0,GM,,,5.0,1.7820644263570586,0.6373316349558048,0.0433441037149536,,,,,,,
,50.0,CMM,,,5.0,1.4420301743980455,0.1,0.0591606000707926,,,,,,,
,60.0,MM,,,5.0,1.5451531708960602,0.35270110998190707,0.0505336088938152,,,,,,,
,70.0,CMM,,,5.0,1.8820392082638842,0.2591988416017712,0.0591606000707926,,,,,,,
